D,level,dr,dz,mode_n,lambda_n,window_E_lo,window_E_hi,Nps_lambda_n,g_raw_n,g_hat_to_g3,grid_index
4.0,fine,0.06,0.03,1,0.7359089334327527,0.7359089334327527,0.7359089334327527,24.912515803442478,1.0,0.08773727665700325,0
4.0,fine,0.06,0.03,2,0.8355420903543915,0.7359089334327527,0.8355420903543915,28.497067706590737,4.5845519031482596,0.40223609867490956,0
4.0,fine,0.06,0.03,3,1.024913561448241,0.7359089334327527,1.024913561448241,35.310179807869716,11.397664004427238,1.0,0
4.0,fine,0.06,0.03,4,1.3016179943485526,0.7359089334327527,1.3016179943485526,45.26531354254066,21.352797739098182,1.8734363226362907,0
4.0,fine,0.06,0.03,5,1.6419653290034057,0.7359089334327527,1.6419653290034057,57.51015977508563,33.59764397164315,2.9477657841635523,0
4.0,fine,0.06,0.03,6,2.066705423812488,0.7359089334327527,2.066705423812488,72.79124653607938,48.87873073263691,4.288486720932531,0
4.0,fine,0.06,0.03,7,2.5669612895002754,0.7359089334327527,2.5669612895002754,90.78920194386177,66.8766861404193,5.867578313805542,0
4.0,fine,0.06,0.03,8,3.1425318068232198,0.7359089334327527,3.1425318068232198,111.49679023084799,87.58427442740552,7.684405716240172,0
4.0,fine,0.06,0.03,9,3.4200655322609035,0.7359089334327527,3.4200655322609035,121.48175983778225,97.56924403433977,8.560459757055533,0
4.0,fine,0.06,0.03,10,3.5201785410610533,0.7359089334327527,3.5201785410610533,125.08357561188966,101.17105980844718,8.876473264095951,0
4.0,fine,0.06,0.03,11,3.7092939559731004,0.7359089334327527,3.7092939559731004,131.8874754518878,107.97495964844533,9.47342890670441,0
4.0,fine,0.06,0.03,12,3.7968154935035905,0.7359089334327527,3.7968154935035905,135.03628156839105,111.12376576494857,9.749696580087319,0
4.0,fine,0.06,0.03,13,3.986358232404469,0.7359089334327527,3.986358232404469,141.85555545719737,117.9430396537549,10.348001099869396,0
4.0,fine,0.06,0.03,14,4.326476241790635,0.7359089334327527,4.326476241790635,154.0921511398882,130.1796353364457,11.421606680621531,0
4.0,fine,0.06,0.03,15,4.526814263573883,0.7359089334327527,4.526814263573883,161.29981231859497,137.38729651515249,12.05398724350767,0
4.0,fine,0.06,0.03,16,4.751309458100565,0.7359089334327527,4.751309458100565,169.3765881796787,145.4640723762362,12.762621561728178,0
4.0,fine,0.06,0.03,17,5.251523672971558,0.7359089334327527,5.251523672971558,187.37304509519984,163.46052929175735,14.341581680971098,0
4.0,fine,0.06,0.03,18,5.333953068062403,0.7359089334327527,5.333953068062403,190.33864865708068,166.4261328536382,14.60177566113483,0
